Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,Predicted_XGB_Price,Predicted_LGB_Price,Simulated_Revenue_XGB,Simulated_Revenue_LGB
24,13,2,2,50,4.26,3,1,141,540.0620306756346,534.09515,521.1339042710227,534.09515,521.1339042710227
21,6,1,1,15,3.81,1,1,80,318.8415033130425,317.48596,317.26505399148994,317.48596,317.26505399148994
84,54,1,2,59,4.98,0,1,43,196.31514152174805,223.07509,197.58102227151622,223.07509,197.58102227151622
100,50,2,2,83,4.91,2,1,173,622.4914304114809,622.621,645.3207366995871,622.621,645.3207366995871
30,11,2,2,99,4.96,1,0,83,349.6745279402746,350.07825,327.9748535501141,350.07825,327.9748535501141
45,35,0,1,0,4.58,0,1,41,206.1473318707726,203.25594,188.6852948551474,203.25594,188.6852948551474
53,35,2,0,35,3.92,0,1,166,635.9330544824535,634.9437,629.1514922389573,634.9437,629.1514922389573
65,41,0,0,51,3.57,3,1,48,251.1121418065252,250.26872,248.75843353357115,250.26872,248.75843353357115
93,6,0,2,85,4.47,3,0,107,324.098767437868,325.25153,330.82430040098774,325.25153,330.82430040098774
28,5,0,1,69,4.49,2,1,132,425.4887347951667,428.18674,439.50340407662793,428.18674,439.50340407662793
38,8,2,2,78,3.57,3,0,114,470.2690237026412,382.82498,334.59168293167016,382.82498,334.59168293167016
25,6,2,1,69,4.45,1,1,94,398.051725971793,425.4148,376.8225004679628,425.4148,376.8225004679628
76,23,0,1,64,3.57,3,1,115,564.9317250247195,555.4044,551.4747729245595,555.4044,551.4747729245595
22,7,1,0,73,4.91,2,1,73,238.31899146487595,240.09763,249.32096664877832,240.09763,249.32096664877832
40,5,0,2,17,4.55,0,0,72,184.9552256292673,188.41412,195.38922713413527,188.41412,195.38922713413527
89,16,1,1,27,4.86,0,0,161,624.305615960136,596.7407,623.5827944370578,596.7407,623.5827944370578
31,21,1,2,77,4.83,0,0,107,389.3845083155804,424.80365,406.63370212975127,424.80365,406.63370212975127
92,45,0,2,59,4.23,2,1,121,574.8939389332888,448.95966,438.7128773617521,448.95966,438.7128773617521
58,32,2,0,92,4.59,0,1,111,517.9444619823878,393.12332,425.2880969375037,393.12332,425.2880969375037
58,20,0,2,42,3.51,1,0,125,527.1792011771714,524.5784,531.2640609364698,524.5784,531.2640609364698
36,7,1,1,26,4.35,2,0,59,201.49683080394212,202.7744,210.25406199833319,202.7744,210.25406199833319
66,40,0,1,93,4.86,1,0,153,627.0167510146084,623.9367,620.8004500319538,623.9367,620.8004500319538
76,54,2,1,58,4.05,1,0,74,218.6251778894482,220.55103,221.33896435292067,220.55103,221.33896435292067
55,23,2,0,46,4.58,0,1,150,654.676536309137,545.1286,622.1087076471025,545.1286,622.1087076471025
21,8,2,1,57,4.78,3,1,84,293.5602166445157,295.2348,299.2965781078145,295.2348,299.2965781078145
61,45,0,0,42,4.25,0,0,102,421.98526198279467,410.96112,409.30770186310946,410.96112,409.30770186310946
72,62,1,1,48,3.82,1,0,126,553.7408048680613,550.3059,544.7723253097429,550.3059,544.7723253097429
65,18,0,0,65,4.01,2,0,111,330.62430999065225,333.08762,335.7205929746273,333.08762,335.7205929746273
20,8,0,2,27,4.99,2,0,83,261.4451502998812,263.17816,284.245688928687,263.17816,284.245688928687
22,7,1,2,16,4.1,3,0,147,520.0637873298249,517.69073,517.3288651411311,517.69073,517.3288651411311
72,49,1,0,15,4.34,3,1,19,117.63327810103034,120.61502,122.68364257670667,120.61502,122.68364257670667
42,30,2,1,26,4.79,0,0,138,493.0149508584995,477.99878,428.51609420525796,477.99878,428.51609420525796
100,54,1,1,91,4.59,3,1,61,203.1132957396489,238.68958,228.8911000862802,238.68958,228.8911000862802
87,32,1,2,38,4.76,0,0,114,421.7762985074602,421.99707,421.7018472433762,421.99707,421.7018472433762
36,8,2,0,47,4.07,0,0,77,305.0088858607341,291.95435,288.41875097347474,291.95435,288.41875097347474
70,38,2,2,99,4.19,2,0,76,317.77188818101894,320.97748,325.6799139274418,320.97748,325.6799139274418
41,7,2,0,4,4.15,3,0,83,364.9140560714328,355.023,349.0788907975222,355.023,349.0788907975222
59,40,0,0,64,4.72,3,0,157,398.3194964103068,630.4111,672.6125571967162,630.4111,672.6125571967162
33,14,2,1,38,4.89,2,0,127,461.3060120664082,458.6642,393.1404963881642,458.6642,393.1404963881642
70,26,2,2,15,3.67,3,1,70,358.2348071386952,353.25378,359.37380747894935,353.25378,359.37380747894935
45,7,0,1,87,4.35,1,0,74,224.3071067625652,228.22932,230.18586028032757,228.22932,230.18586028032757
98,71,1,1,83,4.55,2,0,139,558.3815496134125,560.7786,562.0536144793787,560.7786,562.0536144793787
75,63,2,0,42,4.55,1,1,138,660.4425622593634,654.9881,640.3087129419218,654.9881,640.3087129419218
100,34,0,0,33,4.75,3,0,156,537.4486716625657,555.94916,575.830699266592,555.94916,575.830699266592
76,23,2,2,53,3.94,1,0,117,480.104370355134,477.62088,473.5268660457037,477.62088,473.5268660457037
32,12,2,2,69,3.68,2,0,55,162.28310451017555,165.18982,164.56627965903832,165.18982,164.56627965903832
35,23,1,0,58,3.78,0,0,164,638.0445145215127,634.1624,620.0110730564234,634.1624,620.0110730564234
30,16,1,0,89,3.63,0,0,142,420.1110979571745,425.124,442.0266903492836,425.124,442.0266903492836
75,56,2,1,66,3.69,1,1,22,124.49060049402551,119.98089,111.94816527172479,119.98089,111.94816527172479
25,6,0,1,23,3.95,2,1,55,235.27811761739352,235.5757,238.6639437489191,235.5757,238.6639437489191
88,16,1,0,26,4.18,2,0,32,127.33149010162909,127.5714,132.00239333764907,127.5714,132.00239333764907
43,26,0,2,69,4.9,1,0,107,391.0269903920518,392.34137,389.7908519509003,392.34137,389.7908519509003
39,20,0,2,97,4.25,2,0,121,319.5430197104816,331.13715,336.2734073929385,331.13715,336.2734073929385
77,63,1,0,72,4.56,2,0,113,380.2853707615285,381.51917,385.97164046888656,381.51917,385.97164046888656
41,14,1,2,59,4.72,2,1,49,179.62342246641472,189.23668,194.14227749653182,189.23668,194.14227749653182
51,20,0,2,97,4.8,2,0,130,452.112640122952,456.15396,463.4974200582875,456.15396,463.4974200582875
30,10,1,0,86,4.95,1,0,149,565.6691466337952,567.9831,575.9610214469244,567.9831,575.9610214469244
29,8,2,0,52,4.68,0,1,121,402.1558775823215,404.79764,412.09854824557715,404.79764,412.09854824557715
21,5,0,0,8,4.44,0,1,159,689.8421599513094,688.68805,686.9760232841123,688.68805,686.9760232841123
50,15,1,1,62,4.51,3,0,83,307.6469280930268,284.0963,279.08891107673657,284.0963,279.08891107673657
61,42,0,0,11,3.72,3,0,52,186.5262770863605,189.44371,193.19414829108814,189.44371,193.19414829108814
67,5,1,2,81,4.53,2,1,14,91.06777716361007,90.01259,86.17168257557803,90.01259,86.17168257557803
73,22,1,1,26,4.99,3,0,33,143.8549860520897,142.21646,146.22966619507608,142.21646,146.22966619507608
35,18,2,0,27,3.82,2,0,158,553.837359075948,548.36237,536.434255398285,548.36237,536.434255398285
96,58,2,2,25,3.61,2,0,85,336.56848365859423,337.85977,347.13523016095684,337.85977,347.13523016095684
38,28,2,0,8,4.83,2,0,29,95.02020685904614,96.0004,95.0702180102244,96.0004,95.0702180102244
75,28,2,0,6,4.02,1,1,171,575.0117219060105,576.15283,586.6569775846269,576.15283,586.6569775846269
57,26,1,2,92,4.11,0,1,58,264.675747588135,243.54059,248.60527117620944,243.54059,248.60527117620944
36,10,0,0,65,3.54,3,0,53,185.61792391524813,183.41545,180.63050078887787,183.41545,180.63050078887787
73,27,0,0,98,3.97,1,0,57,251.1556502722435,246.03845,247.38014776575622,246.03845,247.38014776575622
68,29,0,0,51,3.99,1,0,110,299.689056274687,309.67572,304.6799290616222,309.67572,304.6799290616222
25,9,0,0,11,3.58,3,0,31,92.65681121424488,93.7209,91.1357746784621,93.7209,91.1357746784621
97,25,2,1,95,4.91,3,1,101,332.2293764400841,388.5078,391.91631966792977,388.5078,391.91631966792977
30,7,0,1,85,3.74,1,0,44,184.11208970364285,159.60808,156.11635115433705,159.60808,156.11635115433705
83,7,1,0,24,4.9,2,1,24,124.5817744544144,126.44633,127.52107935626927,126.44633,127.52107935626927
27,5,0,0,2,4.3,1,0,22,60.98181721983856,60.019215,60.8535187657792,60.019215,60.8535187657792
58,21,1,0,72,4.14,0,0,10,35.88598786056829,38.21367,38.89576965637694,38.21367,38.89576965637694
32,15,2,0,67,3.76,1,1,23,132.12301879164062,136.89275,147.23802281879316,136.89275,147.23802281879316
76,8,2,0,40,4.68,0,0,157,561.5796822292014,601.42914,601.6977672574385,601.42914,601.6977672574385
21,9,1,1,38,4.54,2,0,179,546.3787898746884,679.49335,689.7376905540519,679.49335,689.7376905540519
47,37,2,0,53,4.69,3,0,41,147.4597413359118,146.79294,147.50639099386763,146.79294,147.50639099386763
33,20,1,1,97,4.13,2,1,169,668.8922140357987,668.41943,669.0056854834885,668.41943,669.0056854834885
92,66,0,2,26,3.56,1,0,19,62.06928479024478,61.887623,52.74493688374808,61.887623,52.74493688374808
24,7,0,2,34,3.51,0,1,111,477.7411361723483,476.3848,472.08864670880064,476.3848,472.08864670880064
75,9,0,0,71,4.06,3,0,150,411.0057654245888,505.64343,488.00283878179386,505.64343,488.00283878179386
89,76,2,0,35,4.8,3,1,177,650.2985711974341,647.8869,652.8904464189987,647.8869,652.8904464189987
67,20,2,1,42,4.13,1,0,68,243.22861759627588,250.31392,243.2455959998507,250.31392,243.2455959998507
61,23,1,2,51,4.73,1,1,150,680.9330686248741,668.42334,662.8531809528996,668.42334,662.8531809528996
80,67,0,1,80,4.74,3,0,147,432.30725774113824,614.3453,619.4789569923005,614.3453,619.4789569923005
66,15,1,0,62,4.59,3,0,161,720.729944900258,719.4944,718.391922647146,719.4944,718.391922647146
39,12,1,1,54,3.77,2,1,176,510.4543750320455,665.73926,605.5981465455864,665.73926,605.5981465455864
46,22,2,1,9,4.33,2,0,128,522.7974318549136,510.91812,513.1377901320425,510.91812,513.1377901320425
89,74,0,2,41,4.89,2,1,115,432.16279228896633,433.59445,436.31924856837117,433.59445,436.31924856837117
60,16,2,0,56,4.33,3,1,126,382.4570671338528,530.19196,549.537452994389,530.19196,549.537452994389
58,13,0,1,99,3.62,2,1,106,351.43931589566165,352.307,361.43992983639134,352.307,361.43992983639134
68,16,2,2,93,4.44,2,1,154,510.19578633034166,513.8787,520.3894894577516,513.8787,520.3894894577516
45,19,1,2,71,3.72,3,0,121,313.92644056486665,316.4591,314.68422082481146,316.4591,314.68422082481146
91,61,1,0,100,4.88,3,0,101,372.2298219510593,372.07883,388.9815347800765,372.07883,388.9815347800765
39,12,2,1,70,4.02,2,1,66,314.46800852423786,304.18524,310.1377160116835,304.18524,310.1377160116835
97,9,0,0,58,4.32,1,1,142,491.5779538643877,493.18814,497.41930728185963,493.18814,497.41930728185963
42,18,1,2,39,3.94,0,0,128,527.1558943563921,513.47546,509.5347654514626,513.47546,509.5347654514626
27,15,2,0,11,3.77,1,0,111,432.849396942834,431.0561,415.8210810873608,431.0561,415.8210810873608
67,48,0,1,94,4.3,1,1,168,544.6027807887253,558.42285,498.36120335956747,558.42285,498.36120335956747
69,51,2,1,75,3.57,3,1,136,470.18271352951473,471.26535,479.1438335784883,471.26535,479.1438335784883
69,47,2,1,65,4.22,3,0,18,53.5391040086766,53.561935,54.44536101505435,53.561935,54.44536101505435
93,18,1,0,34,3.54,0,0,80,352.0685727015968,346.93542,332.0961526184383,346.93542,332.0961526184383
84,74,1,1,7,4.4,0,1,101,396.3698341114785,432.49365,402.3888607325232,432.49365,402.3888607325232
96,48,2,0,41,4.39,2,0,130,367.7829980600229,372.45773,373.59658052855224,372.45773,373.59658052855224
30,13,1,0,72,4.18,3,1,113,352.9356730761453,356.54675,360.81612859075426,356.54675,360.81612859075426
60,48,1,1,15,4.06,2,0,78,339.1055825696459,329.70175,324.2884149003858,329.70175,324.2884149003858
72,39,2,1,39,3.77,3,1,115,347.8959667426787,397.35272,451.80195244487555,397.35272,451.80195244487555
31,13,1,1,82,4.63,2,0,108,469.2509135918648,459.10013,450.7375384019102,459.10013,450.7375384019102
71,13,0,2,60,4.3,3,1,62,213.8430201203033,228.57718,222.28466261690065,228.57718,222.28466261690065
91,61,0,2,86,4.44,2,1,129,567.5392184514062,566.1719,565.4735766765018,566.1719,565.4735766765018
91,60,0,0,2,3.53,1,1,107,492.179013222281,491.18658,496.55940443667373,491.18658,496.55940443667373
32,6,2,2,13,4.75,0,0,53,173.88747446193491,172.81917,142.7763352140944,172.81917,142.7763352140944
23,10,1,0,47,4.84,1,0,125,418.10682439062094,419.75784,421.94449158376534,419.75784,421.94449158376534
61,47,1,2,100,4.58,3,1,157,658.3040013013618,661.49133,665.1534167933718,661.49133,665.1534167933718
57,40,2,1,78,3.62,0,0,171,764.5953413909641,757.19977,740.2493064641473,757.19977,740.2493064641473
89,70,1,0,86,4.51,0,0,90,384.2092919756728,380.7231,365.5487294988609,380.7231,365.5487294988609
64,45,0,0,22,3.96,3,1,118,404.6018875393623,409.15674,416.1239301313621,409.15674,416.1239301313621
91,29,2,1,82,3.73,0,1,90,446.81702579708536,440.0253,432.8492369645386,440.0253,432.8492369645386
91,53,1,0,67,4.56,3,0,50,158.1067231747087,157.68956,157.81994936729058,157.68956,157.81994936729058
69,37,1,1,47,4.39,1,1,60,284.2362895344896,279.44888,284.39819152785464,279.44888,284.39819152785464
71,61,1,1,79,3.85,0,0,147,591.2989763287625,620.87726,597.2342634996471,620.87726,597.2342634996471
38,7,0,2,28,3.85,1,0,12,36.00027803358747,47.273216,45.259985243267124,47.273216,45.259985243267124
100,32,1,1,67,3.94,1,1,162,581.1370845965885,582.55066,586.6587545710145,582.55066,586.6587545710145
65,51,1,0,97,4.81,3,1,144,588.1367698544636,582.9591,558.0274633778677,582.9591,558.0274633778677
73,38,2,1,91,4.23,1,1,86,400.2673330229722,392.8719,398.60626433146945,392.8719,398.60626433146945
56,25,1,1,87,3.73,1,1,172,575.4102708388258,577.0646,595.0574378785273,577.0646,595.0574378785273
75,55,0,2,80,4.7,2,0,69,190.9788526811355,192.9418,191.47120129997526,192.9418,191.47120129997526
97,21,2,1,43,3.79,0,1,106,398.1593839328215,398.75543,411.70830315399354,398.75543,411.70830315399354
94,71,0,1,48,4.73,3,1,169,770.8733244527833,709.2914,739.3638397251956,709.2914,739.3638397251956
53,22,2,2,28,4.99,0,1,64,211.0820229741896,298.15317,278.90526819367386,298.15317,278.90526819367386
81,8,0,2,78,4.8,0,1,141,618.4288567281086,614.71814,598.6364927864339,614.71814,598.6364927864339
47,34,0,2,87,3.53,2,1,170,739.2271199769044,736.1086,718.143957150624,736.1086,718.143957150624
80,48,1,1,13,4.44,3,0,35,128.7410738814351,126.37914,122.38133909373376,126.37914,122.38133909373376
75,55,0,0,54,4.73,3,1,145,584.4917299915722,589.311,601.3510359205699,589.311,601.3510359205699
89,12,2,2,42,4.73,0,0,102,328.31398217312767,389.26743,419.2309543119113,389.26743,419.2309543119113
30,13,0,0,8,4.1,0,0,94,274.6803754439265,301.21948,294.3809893723574,301.21948,294.3809893723574
64,5,0,0,91,4.34,1,1,21,108.2430435427408,110.51615,112.90358786904864,110.51615,112.90358786904864
55,29,1,0,92,4.85,2,0,44,181.78093960037765,153.25888,168.95249119814426,153.25888,168.95249119814426
94,76,1,0,26,4.7,2,1,94,405.317954516569,405.63055,402.6124142295662,405.63055,402.6124142295662
53,28,2,0,6,3.67,1,0,178,775.7916851510323,771.2739,728.2548300956515,771.2739,728.2548300956515
29,7,1,1,68,3.98,2,0,114,289.1296809487768,294.16504,295.41820860598824,294.16504,295.41820860598824
29,17,2,2,76,3.61,2,0,166,674.132847635612,617.46655,606.0101512226173,617.46655,606.0101512226173
75,42,1,2,38,4.25,0,0,146,479.11995337350106,483.51736,491.6281602806549,483.51736,491.6281602806549
74,53,1,1,60,3.93,3,0,162,676.4404324115253,667.44385,659.0474472304347,667.44385,659.0474472304347
89,75,2,2,10,4.91,1,0,16,54.44953818628992,54.368748,46.68704363110539,54.368748,46.68704363110539
29,13,1,0,44,4.29,1,1,87,267.7404170012178,365.17242,383.94338407460134,365.17242,383.94338407460134
40,20,0,2,45,4.42,1,1,130,445.4842486108808,455.42065,451.9086088543818,455.42065,451.9086088543818
79,11,2,1,1,4.35,3,1,45,210.25675967194184,205.80006,209.94236351568435,205.80006,209.94236351568435
98,87,2,0,87,4.28,0,1,170,603.8458024755097,604.6196,594.3158399195075,604.6196,594.3158399195075
95,76,2,1,74,4.39,3,0,118,464.9915827255092,462.9286,458.8864050860121,462.9286,458.8864050860121
79,13,0,0,67,4.05,1,1,151,514.9363491532515,512.8737,510.38640115938466,512.8737,510.38640115938466
38,22,1,1,18,4.17,3,1,121,450.5387531372676,432.4001,430.6769296009316,432.4001,430.6769296009316
83,41,1,2,48,3.64,1,0,176,741.3443926126964,742.08014,720.2960116495578,742.08014,720.2960116495578
59,24,1,1,40,4.0,0,1,147,631.6312970255759,547.3015,550.9880192456229,547.3015,550.9880192456229
51,11,1,1,72,3.62,0,0,16,71.21364105240121,68.46196,68.49215646063665,68.46196,68.49215646063665
64,46,0,2,51,5.0,1,1,29,144.60138253530263,160.54492,173.82204142094213,160.54492,173.82204142094213
30,6,0,1,93,3.81,1,0,129,505.92196882791006,497.74435,489.85958544292197,497.74435,489.85958544292197
60,15,1,1,95,4.84,0,0,180,726.3339146351499,725.7988,673.680104348531,725.7988,673.680104348531
75,51,0,1,17,4.83,0,1,79,283.4132787585248,285.6395,285.11520874626484,285.6395,285.11520874626484
25,15,1,1,88,4.68,0,1,31,148.18648820169864,150.44972,153.08086417521767,150.44972,153.08086417521767
46,31,1,0,67,3.53,2,0,61,158.59209307103367,159.69264,168.54697879490251,159.69264,168.54697879490251
48,11,2,1,86,3.55,3,0,15,57.89462608061131,56.70973,51.125014260513986,56.70973,51.125014260513986
51,6,0,0,64,4.57,2,0,34,142.5577269374603,96.13799,117.46374616973539,96.13799,117.46374616973539
68,23,1,0,96,4.77,2,0,105,359.128113102171,388.52496,403.81350814379437,388.52496,403.81350814379437
89,8,1,2,18,3.83,2,0,121,407.5520587692045,341.49503,371.5049605263781,341.49503,371.5049605263781
84,55,1,1,1,4.47,0,0,146,487.3991192361553,488.9462,507.8895335733507,488.9462,507.8895335733507
50,8,0,1,25,3.8,1,1,13,89.61312852216915,90.12428,87.44333740796178,90.12428,87.44333740796178
99,40,2,0,26,4.83,1,1,151,510.6580782397596,513.7623,514.5769298342545,513.7623,514.5769298342545
21,9,2,0,91,4.82,2,0,47,171.6271185714875,170.03925,170.8990200025948,170.03925,170.8990200025948
53,19,1,2,54,3.84,1,0,132,520.5653406452625,509.08383,521.6179550350691,509.08383,521.6179550350691
60,16,2,0,68,4.23,3,0,108,458.096326804516,449.13907,450.6512481281534,449.13907,450.6512481281534
32,22,1,2,9,4.68,3,1,135,530.1491563778454,531.89685,521.2606445428869,531.89685,521.2606445428869
51,25,0,1,21,4.43,1,1,38,200.2582591219043,176.52255,181.47965169086115,176.52255,181.47965169086115
22,5,2,1,75,4.39,3,1,19,128.0167601925525,128.80977,123.82875646848782,128.80977,123.82875646848782
21,7,0,1,6,4.96,0,1,180,836.1164185613576,715.2475,701.470642692099,715.2475,701.470642692099
55,21,0,2,49,4.59,2,0,111,471.0890518884983,457.30322,470.5530838582527,457.30322,470.5530838582527
42,31,0,0,32,4.75,3,0,12,50.6401755820817,48.905712,50.483241978055865,48.905712,50.483241978055865
86,26,0,2,31,3.69,0,0,85,263.1611767019543,385.11237,397.4439902508651,385.11237,397.4439902508651
48,18,0,2,60,4.47,0,1,124,524.1655595085831,508.5394,518.808272965135,508.5394,518.808272965135
82,65,2,0,43,4.8,3,1,112,330.2265438250878,334.4658,340.01634400971164,334.4658,340.01634400971164
63,48,0,1,88,4.09,2,0,70,212.7407519371268,214.75635,211.2766816388302,214.75635,211.2766816388302
44,24,2,1,83,3.61,3,0,13,48.92895253547415,50.02218,53.54756651870453,50.02218,53.54756651870453
39,18,1,0,78,4.21,0,0,165,734.3951190125542,560.94415,579.605854258764,560.94415,579.605854258764
23,7,0,0,98,4.35,2,0,76,281.33950234360725,282.27847,283.01265050473427,282.27847,283.01265050473427
31,7,0,2,27,4.73,2,1,141,476.28985780068655,485.8548,486.560508106169,485.8548,486.560508106169
44,7,0,1,55,3.66,3,1,103,490.3421583214189,478.32925,468.40231182445933,478.32925,468.40231182445933
23,5,2,0,92,3.71,3,0,105,363.4447759027239,363.5566,369.8944592543079,363.5566,369.8944592543079
63,46,2,2,36,4.59,2,0,18,49.83993575677632,50.94549,47.15555895604965,50.94549,47.15555895604965
25,15,2,0,15,4.18,2,1,176,516.8295590439432,518.199,567.2990467178273,518.199,567.2990467178273
27,11,0,1,1,4.34,3,0,99,262.6864663772181,270.1866,286.7235665191213,270.1866,286.7235665191213
57,28,2,0,27,4.58,0,0,107,423.5098573724167,423.10333,426.77957154133117,423.10333,426.77957154133117
83,26,1,0,77,3.62,3,1,74,373.975635759196,365.92163,367.82689946293686,365.92163,367.82689946293686
80,5,1,1,53,3.67,1,1,48,184.24294467848267,189.40561,198.79396251625727,189.40561,198.79396251625727
50,40,0,2,61,4.7,1,1,73,319.11098294212263,314.88892,317.23308779869325,314.88892,317.23308779869325
84,8,0,0,21,4.63,3,0,172,549.2008068168793,552.7235,562.4636721695864,552.7235,562.4636721695864
90,54,0,1,1,3.59,0,1,87,427.8571629452071,427.2964,418.82930601963335,427.2964,418.82930601963335
28,9,2,2,68,4.82,1,1,43,164.316390505398,167.38402,171.94964933160747,167.38402,171.94964933160747
97,64,0,2,62,3.52,2,1,152,638.1340201838489,638.5416,650.9994948381587,638.5416,650.9994948381587
99,22,1,2,7,4.4,2,0,39,131.44358716419623,138.3235,123.70963919994045,138.3235,123.70963919994045
96,53,0,1,58,4.28,0,0,21,55.6373707994896,67.19916,58.14112159755476,67.19916,58.14112159755476
88,69,0,0,89,3.6,1,1,107,467.92749485577286,468.2107,462.61554722305317,468.2107,462.61554722305317
53,17,0,2,78,4.03,0,1,26,120.24719290813758,147.93883,146.31825784530028,147.93883,146.31825784530028
28,14,0,2,77,3.58,0,0,98,374.65518279544045,371.99365,368.37955658888507,371.99365,368.37955658888507
59,21,0,1,97,3.6,0,1,67,269.44414015954374,270.3212,266.41753200043536,270.3212,266.41753200043536
50,27,1,0,100,4.22,2,1,173,685.6696935694298,682.8096,667.2950415655586,682.8096,667.2950415655586
89,8,2,0,40,3.59,2,1,151,528.0024896243917,525.9814,521.6328146354646,525.9814,521.6328146354646
83,34,2,2,96,4.71,1,1,176,812.0729938599545,689.4839,699.004806753099,689.4839,699.004806753099
73,14,2,0,28,4.31,1,0,29,118.97305838669006,118.161896,115.87504293572307,118.161896,115.87504293572307
76,35,1,1,8,4.89,0,1,138,406.5899107855241,408.83994,422.17814014055466,408.83994,422.17814014055466
56,35,0,2,33,3.97,2,0,47,134.77582951421903,142.38466,142.33830275851315,142.38466,142.33830275851315
40,20,0,1,11,4.4,0,0,83,343.79851998722387,335.5412,336.50879131435676,335.5412,336.50879131435676
27,6,2,2,92,3.73,3,1,125,460.2837624776103,458.27682,446.8336556074473,458.27682,446.8336556074473
32,7,2,1,79,4.05,2,0,83,306.390461217286,302.26328,298.17094128652343,302.26328,298.17094128652343
48,24,2,2,35,4.2,3,1,51,251.4211394087152,243.00438,242.16562899264628,243.00438,242.16562899264628
71,41,2,0,31,3.81,0,1,140,614.63671317069,602.5796,596.1668774117616,602.5796,596.1668774117616
53,6,0,2,74,4.12,3,0,76,231.1651667910225,229.10307,227.4931608562529,229.10307,227.4931608562529
87,44,0,2,61,3.87,1,1,16,117.76366453355408,117.280876,118.93003825878448,117.280876,118.93003825878448
36,16,2,1,82,4.62,0,1,72,253.4912438007839,257.6911,250.61363917843096,257.6911,250.61363917843096
39,20,0,0,71,4.11,2,0,111,404.5983991889042,387.4163,379.62411140855164,387.4163,379.62411140855164
91,81,0,0,15,4.68,1,1,20,135.1772701347079,135.47197,136.96050746588875,135.47197,136.96050746588875
31,18,2,1,46,4.86,3,0,128,360.8585507409454,372.543,385.8784749446065,372.543,385.8784749446065
94,67,1,2,34,4.64,3,1,64,231.3263184773236,231.08554,232.08517348949047,231.08554,232.08517348949047
83,18,2,0,12,4.98,2,0,81,286.409294385432,310.59735,325.50129105916795,310.59735,325.50129105916795
34,9,2,2,65,4.69,0,1,107,508.7118174567975,496.24252,484.34560537036856,496.24252,484.34560537036856
32,6,0,0,75,4.47,2,1,154,721.7212691270341,713.48425,718.9798555705523,713.48425,718.9798555705523
22,7,2,0,15,3.53,1,1,180,552.2693747461685,569.6061,627.4439071496939,569.6061,627.4439071496939
49,20,0,2,52,4.74,0,1,162,510.62689141008207,624.87134,690.6377372532529,624.87134,690.6377372532529
61,38,2,2,95,3.5,3,0,164,415.9794524398186,417.66373,439.6188723548413,417.66373,439.6188723548413
21,9,2,0,48,4.4,0,1,152,660.0597080304599,658.36975,642.0118631837836,658.36975,642.0118631837836
40,18,2,2,16,4.59,0,1,157,644.0445755475266,645.66425,631.4736126625177,645.66425,631.4736126625177
22,6,2,2,82,4.3,2,1,172,710.884313751738,712.6002,708.2584678032636,712.6002,708.2584678032636
34,11,1,0,66,4.59,2,0,134,478.20015364109577,479.4487,478.1221057287127,479.4487,478.1221057287127
56,31,0,2,9,4.79,0,1,167,744.4180991800615,739.01337,719.2573330629955,739.01337,719.2573330629955
93,36,2,0,60,4.63,0,0,111,478.7697584495512,477.86096,475.319466654406,477.86096,475.319466654406
38,9,1,0,57,4.26,2,1,16,104.0560727191975,102.98767,94.88856263924883,102.98767,94.88856263924883
76,26,1,2,74,4.18,1,1,159,486.1839276370279,490.86343,487.70315028816987,490.86343,487.70315028816987
47,24,1,2,11,3.62,3,1,148,657.0936874279021,645.8957,637.1448327067703,645.8957,637.1448327067703
64,10,2,2,62,4.98,1,0,38,96.3007413779792,97.70216,107.79373765249892,97.70216,107.79373765249892
56,10,0,0,28,3.8,0,0,144,609.9082747031204,485.94376,500.5465661202562,485.94376,500.5465661202562
44,25,0,2,32,4.43,3,1,154,502.1012063441772,505.03384,511.2916774211286,505.03384,511.2916774211286
34,6,0,1,11,3.75,2,0,179,465.719058488387,466.5895,506.7348253763714,466.5895,506.7348253763714
45,18,1,2,70,3.84,3,0,122,308.43591786214927,311.66373,306.9046610859024,311.66373,306.9046610859024
31,7,0,1,22,4.88,0,1,172,806.0212701919081,804.6643,766.5371236637952,804.6643,766.5371236637952
95,28,0,1,34,4.48,1,0,163,576.9675719994219,572.5353,573.6746162973044,572.5353,573.6746162973044
82,59,0,1,39,3.5,3,1,67,284.2944207006542,283.63925,284.67694400518053,283.63925,284.67694400518053
95,38,2,2,39,3.71,0,1,97,478.3662772118347,475.64145,473.885618793722,475.64145,473.885618793722
27,12,1,2,1,4.93,1,0,41,119.4823999754907,155.19931,122.07412092794507,155.19931,122.07412092794507
94,23,1,1,71,4.15,3,1,154,532.5097779421501,532.4825,531.957634322073,532.4825,531.957634322073
66,15,2,2,88,4.21,1,1,65,291.9008795114952,284.559,286.95585005033786,284.559,286.95585005033786
40,6,0,0,37,4.75,0,1,148,707.8553931548287,495.43594,520.0157369229624,495.43594,520.0157369229624
56,27,1,2,62,4.74,1,1,129,435.7154538108565,445.03455,444.00770513086866,445.03455,444.00770513086866
54,6,1,0,48,4.26,2,0,154,504.0841142440527,505.26944,507.8609720655846,505.26944,507.8609720655846
46,15,1,2,96,4.69,2,1,116,497.3770093020007,417.6174,430.10119526953355,417.6174,430.10119526953355
